Year,Gebietseinheit,Aufenthaltstitel,GeoCode,Value
2019,Braunschweig Stadt,Geflüchtete und geduldete Personen insgesamt,K03101,5010
2019,Salzgitter Stadt,Geflüchtete und geduldete Personen insgesamt,K03102,5510
2019,Wolfsburg Stadt,Geflüchtete und geduldete Personen insgesamt,K03103,3680
2019,Gifhorn,Geflüchtete und geduldete Personen insgesamt,K03151,2850
2019,Goslar,Geflüchtete und geduldete Personen insgesamt,K03153,3180
2019,Helmstedt,Geflüchtete und geduldete Personen insgesamt,K03154,1630
2019,Northeim,Geflüchtete und geduldete Personen insgesamt,K03155,2790
2019,Peine,Geflüchtete und geduldete Personen insgesamt,K03157,3280
2019,Wolfenbüttel,Geflüchtete und geduldete Personen insgesamt,K03158,2230
2019,Göttingen,Geflüchtete und geduldete Personen insgesamt,K03159,6445
2019,Statistische Region Braunschweig,Geflüchtete und geduldete Personen insgesamt,K031,36610
2019,Hannover Region,Geflüchtete und geduldete Personen insgesamt,K03241,41725
2019,Hannover Landeshauptstadt,Geflüchtete und geduldete Personen insgesamt,K03241001,21345
2019,Diepholz,Geflüchtete und geduldete Personen insgesamt,K03251,5170
2019,Hameln-Pyrmont,Geflüchtete und geduldete Personen insgesamt,K03252,4980
2019,Hildesheim,Geflüchtete und geduldete Personen insgesamt,K03254,6770
2019,Holzminden,Geflüchtete und geduldete Personen insgesamt,K03255,1185
2019,Nienburg (Weser),Geflüchtete und geduldete Personen insgesamt,K03256,3370
2019,Schaumburg,Geflüchtete und geduldete Personen insgesamt,K03257,4120
2019,Statistische Region Hannover,Geflüchtete und geduldete Personen insgesamt,K032,67310
2019,Celle,Geflüchtete und geduldete Personen insgesamt,K03351,4700
2019,Cuxhaven,Geflüchtete und geduldete Personen insgesamt,K03352,3550
2019,Harburg,Geflüchtete und geduldete Personen insgesamt,K03353,4120
2019,Lüchow-Dannenberg,Geflüchtete und geduldete Personen insgesamt,K03354,655
2019,Lüneburg,Geflüchtete und geduldete Personen insgesamt,K03355,4090
2019,Osterholz,Geflüchtete und geduldete Personen insgesamt,K03356,2080
2019,Rotenburg (Wümme),Geflüchtete und geduldete Personen insgesamt,K03357,2925
2019,Heidekreis,Geflüchtete und geduldete Personen insgesamt,K03358,2800
2019,Stade,Geflüchtete und geduldete Personen insgesamt,K03359,4830
2019,Uelzen,Geflüchtete und geduldete Personen insgesamt,K03360,1510
2019,Verden,Geflüchtete und geduldete Personen insgesamt,K03361,3310
2019,Statistische Region Lüneburg,Geflüchtete und geduldete Personen insgesamt,K033,34575
2019,Delmenhorst.Stadt,Geflüchtete und geduldete Personen insgesamt,K03401,3405
2019,Emden Stadt,Geflüchtete und geduldete Personen insgesamt,K03402,1470
2019,Oldenburg (Oldb) Stadt,Geflüchtete und geduldete Personen insgesamt,K03403,5915
2019,Osnabrück Stadt,Geflüchtete und geduldete Personen insgesamt,K03404,5655
2019,Wilhelmshaven Stadt,Geflüchtete und geduldete Personen insgesamt,K03405,2870
2019,Ammerland,Geflüchtete und geduldete Personen insgesamt,K03451,2650
2019,Aurich,Geflüchtete und geduldete Personen insgesamt,K03452,3305
2019,Cloppenburg,Geflüchtete und geduldete Personen insgesamt,K03453,3420
2019,Emsland,Geflüchtete und geduldete Personen insgesamt,K03454,6350
2019,Friesland,Geflüchtete und geduldete Personen insgesamt,K03455,1985
2019,Grafschaft Bentheim,Geflüchtete und geduldete Personen insgesamt,K03456,2560
2019,Leer,Geflüchtete und geduldete Personen insgesamt,K03457,3700
2019,Oldenburg,Geflüchtete und geduldete Personen insgesamt,K03458,2820
2019,Osnabrück,Geflüchtete und geduldete Personen insgesamt,K03459,4950
2019,Vechta,Geflüchtete und geduldete Personen insgesamt,K03460,4105
2019,Wesermarsch,Geflüchtete und geduldete Personen insgesamt,K03461,1590
2019,Wittmund,Geflüchtete und geduldete Personen insgesamt,K03462,845
2019,Statistische Region Weser-Ems,Geflüchtete und geduldete Personen insgesamt,K034,57595
2019,Niedersachsen,Geflüchtete und geduldete Personen insgesamt,K030,196090
2018,Braunschweig Stadt,Geflüchtete und geduldete Personen insgesamt,K03101,3960
2018,Salzgitter Stadt,Geflüchtete und geduldete Personen insgesamt,K03102,5060
2018,Wolfsburg Stadt,Geflüchtete und geduldete Personen insgesamt,K03103,3490
2018,Gifhorn,Geflüchtete und geduldete Personen insgesamt,K03151,2770
2018,Göttingen,Geflüchtete und geduldete Personen insgesamt,K03159,3095
2018,Goslar,Geflüchtete und geduldete Personen insgesamt,K03153,1685
2018,Helmstedt,Geflüchtete und geduldete Personen insgesamt,K03154,2875
2018,Northeim,Geflüchtete und geduldete Personen insgesamt,K03155,3145
2018,Peine,Geflüchtete und geduldete Personen insgesamt,K03157,2270
2018,Wolfenbüttel,Geflüchtete und geduldete Personen insgesamt,K03158,6635
2018,Statistische Region Braunschweig,Geflüchtete und geduldete Personen insgesamt,K031,34985
2018,Hannover Region,Geflüchtete und geduldete Personen insgesamt,K03241,39230
2018,Hannover Landeshauptstadt,Geflüchtete und geduldete Personen insgesamt,K03241001,19410
2018,Diepholz,Geflüchtete und geduldete Personen insgesamt,K03251,5245
2018,Hameln-Pyrmont,Geflüchtete und geduldete Personen insgesamt,K03252,4715
2018,Hildesheim,Geflüchtete und geduldete Personen insgesamt,K03254,6600
2018,Holzminden,Geflüchtete und geduldete Personen insgesamt,K03255,1365
2018,Nienburg (Weser),Geflüchtete und geduldete Personen insgesamt,K03256,3420
2018,Schaumburg,Geflüchtete und geduldete Personen insgesamt,K03257,4205
2018,Statistische Region Hannover,Geflüchtete und geduldete Personen insgesamt,K032,64775
2018,Celle,Geflüchtete und geduldete Personen insgesamt,K03351,4855
2018,Cuxhaven,Geflüchtete und geduldete Personen insgesamt,K03352,3660
2018,Harburg,Geflüchtete und geduldete Personen insgesamt,K03353,3840
2018,Lüchow-Dannenberg,Geflüchtete und geduldete Personen insgesamt,K03354,645
2018,Lüneburg,Geflüchtete und geduldete Personen insgesamt,K03355,4245
2018,Osterholz,Geflüchtete und geduldete Personen insgesamt,K03356,2140
