Year,Gebietseinheit,Kategorie,GeoCode,Value
2018,Braunschweig Stadt,Gebäude,K03101,42041.0
2019,Braunschweig Stadt,Gebäude,K03101,42196.0
2011,Salzgitter.Stadt,Gebäude,K03102,22855.0
2012,Salzgitter.Stadt,Gebäude,K03102,22915.0
2013,Salzgitter.Stadt,Gebäude,K03102,22992.0
2014,Salzgitter.Stadt,Gebäude,K03102,23039.0
2015,Salzgitter.Stadt,Gebäude,K03102,23082.0
2016,Salzgitter.Stadt,Gebäude,K03102,23143.0
2017,Salzgitter.Stadt,Gebäude,K03102,23219.0
2018,Salzgitter.Stadt,Gebäude,K03102,23267.0
2019,Salzgitter.Stadt,Gebäude,K03102,23323.0
2011,Wolfsburg.Stadt,Gebäude,K03103,25930.0
2012,Wolfsburg.Stadt,Gebäude,K03103,26146.0
2013,Wolfsburg.Stadt,Gebäude,K03103,26254.0
2014,Wolfsburg.Stadt,Gebäude,K03103,26395.0
2015,Wolfsburg.Stadt,Gebäude,K03103,26505.0
2016,Wolfsburg.Stadt,Gebäude,K03103,26754.0
2017,Wolfsburg.Stadt,Gebäude,K03103,26923.0
2018,Wolfsburg.Stadt,Gebäude,K03103,26999.0
2019,Wolfsburg.Stadt,Gebäude,K03103,27053.0
2011,Gifhorn,Gebäude,K03151,52601.0
2012,Gifhorn,Gebäude,K03151,52930.0
2013,Gifhorn,Gebäude,K03151,53386.0
2014,Gifhorn,Gebäude,K03151,53876.0
2015,Gifhorn,Gebäude,K03151,54349.0
2016,Gifhorn,Gebäude,K03151,54853.0
2017,Gifhorn,Gebäude,K03151,55475.0
2018,Gifhorn,Gebäude,K03151,55961.0
2019,Gifhorn,Gebäude,K03151,56460.0
2011,Goslar,Gebäude,K03153,37985.0
2012,Goslar,Gebäude,K03153,38014.0
2013,Goslar,Gebäude,K03153,38059.0
2014,Goslar,Gebäude,K03153,38121.0
2015,Goslar,Gebäude,K03153,38162.0
2016,Goslar,Gebäude,K03153,38221.0
2017,Goslar,Gebäude,K03153,38281.0
2018,Goslar,Gebäude,K03153,38320.0
2019,Goslar,Gebäude,K03153,38416.0
2011,Helmstedt,Gebäude,K03154,28075.0
2012,Helmstedt,Gebäude,K03154,28120.0
2013,Helmstedt,Gebäude,K03154,28200.0
2014,Helmstedt,Gebäude,K03154,28351.0
2015,Helmstedt,Gebäude,K03154,28469.0
2016,Helmstedt,Gebäude,K03154,28674.0
2017,Helmstedt,Gebäude,K03154,28859.0
2018,Helmstedt,Gebäude,K03154,29071.0
2019,Helmstedt,Gebäude,K03154,29245.0
2011,Northeim,Gebäude,K03155,39174.0
2012,Northeim,Gebäude,K03155,39246.0
2013,Northeim,Gebäude,K03155,39295.0
2014,Northeim,Gebäude,K03155,39364.0
2015,Northeim,Gebäude,K03155,39428.0
2016,Northeim,Gebäude,K03155,39533.0
2017,Northeim,Gebäude,K03155,39636.0
2018,Northeim,Gebäude,K03155,39777.0
2019,Northeim,Gebäude,K03155,39880.0
2011,Peine,Gebäude,K03157,39008.0
2012,Peine,Gebäude,K03157,39213.0
2013,Peine,Gebäude,K03157,39432.0
2014,Peine,Gebäude,K03157,39679.0
2015,Peine,Gebäude,K03157,40014.0
2016,Peine,Gebäude,K03157,40380.0
2017,Peine,Gebäude,K03157,40745.0
2018,Peine,Gebäude,K03157,41060.0
2019,Peine,Gebäude,K03157,41513.0
2011,Wolfenbüttel,Gebäude,K03158,34277.0
2012,Wolfenbüttel,Gebäude,K03158,34429.0
2013,Wolfenbüttel,Gebäude,K03158,34563.0
2014,Wolfenbüttel,Gebäude,K03158,34728.0
2015,Wolfenbüttel,Gebäude,K03158,34940.0
2016,Wolfenbüttel,Gebäude,K03158,35090.0
2017,Wolfenbüttel,Gebäude,K03158,35258.0
2018,Wolfenbüttel,Gebäude,K03158,35386.0
2019,Wolfenbüttel,Gebäude,K03158,35537.0
2011,Göttingen,Gebäude,K03159,79680.0
2012,Göttingen,Gebäude,K03159,79905.0
2013,Göttingen,Gebäude,K03159,80165.0
2014,Göttingen,Gebäude,K03159,80393.0
2015,Göttingen,Gebäude,K03159,80598.0
2016,Göttingen,Gebäude,K03159,80898.0
2017,Göttingen,Gebäude,K03159,81151.0
2018,Göttingen,Gebäude,K03159,81391.0
2019,Göttingen,Gebäude,K03159,81661.0
2011,Hannover,Gebäude,K032,500637.0
2012,Hannover,Gebäude,K032,502995.0
2013,Hannover,Gebäude,K032,505143.0
2014,Hannover,Gebäude,K032,507381.0
2015,Hannover,Gebäude,K032,509944.0
2016,Hannover,Gebäude,K032,512428.0
2017,Hannover,Gebäude,K032,514777.0
2018,Hannover,Gebäude,K032,517239.0
2019,Hannover,Gebäude,K032,519660.0
2011,Hannover Region,Gebäude,K03241,220685.0
2012,Hannover Region,Gebäude,K03241,222108.0
2013,Hannover Region,Gebäude,K03241,223246.0
2014,Hannover Region,Gebäude,K03241,224459.0
2015,Hannover Region,Gebäude,K03241,225828.0
2016,Hannover Region,Gebäude,K03241,227033.0
2017,Hannover Region,Gebäude,K03241,228209.0
2018,Hannover Region,Gebäude,K03241,229279.0
2019,Hannover Region,Gebäude,K03241,230412.0
2011,Hannover Landeshauptstadt,Gebäude,K03241001,65835.0
2012,Hannover Landeshauptstadt,Gebäude,K03241001,66234.0
2013,Hannover Landeshauptstadt,Gebäude,K03241001,66465.0
2014,Hannover Landeshauptstadt,Gebäude,K03241001,66747.0
2015,Hannover Landeshauptstadt,Gebäude,K03241001,67159.0
2016,Hannover Landeshauptstadt,Gebäude,K03241001,67378.0
2017,Hannover Landeshauptstadt,Gebäude,K03241001,67623.0
2018,Hannover Landeshauptstadt,Gebäude,K03241001,67805.0
2019,Hannover Landeshauptstadt,Gebäude,K03241001,67995.0
2011,Diepholz,Gebäude,K03251,65429.0
2012,Diepholz,Gebäude,K03251,65758.0
2013,Diepholz,Gebäude,K03251,66150.0
2014,Diepholz,Gebäude,K03251,66542.0
2015,Diepholz,Gebäude,K03251,66980.0
2016,Diepholz,Gebäude,K03251,67419.0
2017,Diepholz,Gebäude,K03251,67821.0
2018,Diepholz,Gebäude,K03251,68241.0
2019,Diepholz,Gebäude,K03251,68609.0
2011,Hameln-Pyrmont,Gebäude,K03252,40902.0
2012,Hameln-Pyrmont,Gebäude,K03252,40992.0
2013,Hameln-Pyrmont,Gebäude,K03252,41090.0
2014,Hameln-Pyrmont,Gebäude,K03252,41160.0
2015,Hameln-Pyrmont,Gebäude,K03252,41234.0
2016,Hameln-Pyrmont,Gebäude,K03252,41325.0
2017,Hameln-Pyrmont,Gebäude,K03252,41422.0
2018,Hameln-Pyrmont,Gebäude,K03252,41521.0
2019,Hameln-Pyrmont,Gebäude,K03252,41621.0
2011,Hildesheim,Gebäude,K03254,71851.0
2012,Hildesheim,Gebäude,K03254,72035.0
2013,Hildesheim,Gebäude,K03254,72273.0
2014,Hildesheim,Gebäude,K03254,72486.0
2015,Hildesheim,Gebäude,K03254,72750.0
2016,Hildesheim,Gebäude,K03254,73041.0
2017,Hildesheim,Gebäude,K03254,73287.0
2018,Hildesheim,Gebäude,K03254,73579.0
2019,Hildesheim,Gebäude,K03254,73900.0
2011,Holzminden,Gebäude,K03255,22130.0
2012,Holzminden,Gebäude,K03255,22171.0
2013,Holzminden,Gebäude,K03255,22181.0
2014,Holzminden,Gebäude,K03255,22199.0
2015,Holzminden,Gebäude,K03255,22257.0
2016,Holzminden,Gebäude,K03255,22293.0
2017,Holzminden,Gebäude,K03255,22315.0
2018,Holzminden,Gebäude,K03255,22360.0
2019,Holzminden,Gebäude,K03255,22399.0
2011,Nienburg (Weser),Gebäude,K03256,36093.0
2012,Nienburg (Weser),Gebäude,K03256,36231.0
2013,Nienburg (Weser),Gebäude,K03256,36360.0
2014,Nienburg (Weser),Gebäude,K03256,36531.0
2015,Nienburg (Weser),Gebäude,K03256,36702.0
2016,Nienburg (Weser),Gebäude,K03256,36964.0
2017,Nienburg (Weser),Gebäude,K03256,37139.0
2018,Nienburg (Weser),Gebäude,K03256,37396.0
2019,Nienburg (Weser),Gebäude,K03256,37613.0
2011,Schaumburg,Gebäude,K03257,43547.0
2012,Schaumburg,Gebäude,K03257,43700.0
2013,Schaumburg,Gebäude,K03257,43843.0
2014,Schaumburg,Gebäude,K03257,44004.0
2015,Schaumburg,Gebäude,K03257,44193.0
2016,Schaumburg,Gebäude,K03257,44353.0
2017,Schaumburg,Gebäude,K03257,44584.0
2018,Schaumburg,Gebäude,K03257,44863.0
2019,Schaumburg,Gebäude,K03257,45106.0
2011,Lüneburg,Gebäude,K033,520558.0
2012,Lüneburg,Gebäude,K033,523661.0
2013,Lüneburg,Gebäude,K033,527090.0
2014,Lüneburg,Gebäude,K033,530715.0
2015,Lüneburg,Gebäude,K033,534050.0
2016,Lüneburg,Gebäude,K033,538444.0
2017,Lüneburg,Gebäude,K033,542099.0
2018,Lüneburg,Gebäude,K033,545520.0
2019,Lüneburg,Gebäude,K033,549148.0
2011,Celle,Gebäude,K03351,55580.0
2012,Celle,Gebäude,K03351,55778.0
2013,Celle,Gebäude,K03351,55982.0
2014,Celle,Gebäude,K03351,56267.0
2015,Celle,Gebäude,K03351,56513.0
2016,Celle,Gebäude,K03351,56906.0
2017,Celle,Gebäude,K03351,57156.0
2018,Celle,Gebäude,K03351,57515.0
2019,Celle,Gebäude,K03351,57882.0
2011,Cuxhaven,Gebäude,K03352,64887.0
2012,Cuxhaven,Gebäude,K03352,65216.0
2013,Cuxhaven,Gebäude,K03352,65602.0
2014,Cuxhaven,Gebäude,K03352,65971.0
2015,Cuxhaven,Gebäude,K03352,66305.0
2016,Cuxhaven,Gebäude,K03352,66746.0
2017,Cuxhaven,Gebäude,K03352,67153.0
2018,Cuxhaven,Gebäude,K03352,67517.0
2019,Cuxhaven,Gebäude,K03352,68033.0
2011,Harburg,Gebäude,K03353,75373.0
2012,Harburg,Gebäude,K03353,76062.0
2013,Harburg,Gebäude,K03353,76819.0
2014,Harburg,Gebäude,K03353,77530.0
2015,Harburg,Gebäude,K03353,78138.0
2016,Harburg,Gebäude,K03353,78998.0
2017,Harburg,Gebäude,K03353,79649.0
2018,Harburg,Gebäude,K03353,80131.0
2019,Harburg,Gebäude,K03353,80729.0
2011,Lüchow-Dannenberg,Gebäude,K03354,17894.0
2012,Lüchow-Dannenberg,Gebäude,K03354,17927.0
2013,Lüchow-Dannenberg,Gebäude,K03354,17968.0
2014,Lüchow-Dannenberg,Gebäude,K03354,18027.0
2015,Lüchow-Dannenberg,Gebäude,K03354,18074.0
2016,Lüchow-Dannenberg,Gebäude,K03354,18171.0
2017,Lüchow-Dannenberg,Gebäude,K03354,18200.0
2018,Lüchow-Dannenberg,Gebäude,K03354,18256.0
2019,Lüchow-Dannenberg,Gebäude,K03354,18328.0
2011,Lüneburg,Gebäude,K03355,47970.0
2012,Lüneburg,Gebäude,K03355,48366.0
2013,Lüneburg,Gebäude,K03355,48810.0
2014,Lüneburg,Gebäude,K03355,49146.0
2015,Lüneburg,Gebäude,K03355,49447.0
2016,Lüneburg,Gebäude,K03355,49883.0
2017,Lüneburg,Gebäude,K03355,50264.0
2018,Lüneburg,Gebäude,K03355,50535.0
2019,Lüneburg,Gebäude,K03355,50566.0
2011,Osterholz,Gebäude,K03356,35927.0
2012,Osterholz,Gebäude,K03356,36179.0
2013,Osterholz,Gebäude,K03356,36357.0
2014,Osterholz,Gebäude,K03356,36614.0
2015,Osterholz,Gebäude,K03356,36856.0
2016,Osterholz,Gebäude,K03356,37082.0
2017,Osterholz,Gebäude,K03356,37364.0
2018,Osterholz,Gebäude,K03356,37642.0
2019,Osterholz,Gebäude,K03356,37996.0
2011,Rotenburg (Wümme),Gebäude,K03357,52191.0
2012,Rotenburg (Wümme),Gebäude,K03357,52455.0
2013,Rotenburg (Wümme),Gebäude,K03357,52696.0
2014,Rotenburg (Wümme),Gebäude,K03357,53069.0
2015,Rotenburg (Wümme),Gebäude,K03357,53402.0
2016,Rotenburg (Wümme),Gebäude,K03357,53855.0
2017,Rotenburg (Wümme),Gebäude,K03357,54293.0
2018,Rotenburg (Wümme),Gebäude,K03357,54706.0
2019,Rotenburg (Wümme),Gebäude,K03357,55137.0
2011,Heidekreis,Gebäude,K03358,41845.0
2012,Heidekreis,Gebäude,K03358,41977.0
2013,Heidekreis,Gebäude,K03358,42125.0
2014,Heidekreis,Gebäude,K03358,42333.0
2015,Heidekreis,Gebäude,K03358,42500.0
2016,Heidekreis,Gebäude,K03358,42802.0
2017,Heidekreis,Gebäude,K03358,43016.0
2018,Heidekreis,Gebäude,K03358,43240.0
2019,Heidekreis,Gebäude,K03358,43437.0
2011,Stade,Gebäude,K03359,59228.0
2012,Stade,Gebäude,K03359,59698.0
2013,Stade,Gebäude,K03359,60288.0
2014,Stade,Gebäude,K03359,60892.0
2015,Stade,Gebäude,K03359,61490.0
2016,Stade,Gebäude,K03359,62166.0
2017,Stade,Gebäude,K03359,62733.0
2018,Stade,Gebäude,K03359,63387.0
2019,Stade,Gebäude,K03359,63967.0
2011,Uelzen,Gebäude,K03360,29475.0
2012,Uelzen,Gebäude,K03360,29550.0
2013,Uelzen,Gebäude,K03360,29615.0
2014,Uelzen,Gebäude,K03360,29723.0
2015,Uelzen,Gebäude,K03360,29800.0
2016,Uelzen,Gebäude,K03360,29939.0
2017,Uelzen,Gebäude,K03360,30041.0
2018,Uelzen,Gebäude,K03360,30125.0
2019,Uelzen,Gebäude,K03360,30256.0
2011,Verden,Gebäude,K03361,40188.0
2012,Verden,Gebäude,K03361,40453.0
2013,Verden,Gebäude,K03361,40828.0
2014,Verden,Gebäude,K03361,41143.0
2015,Verden,Gebäude,K03361,41525.0
2016,Verden,Gebäude,K03361,41896.0
2017,Verden,Gebäude,K03361,42230.0
2018,Verden,Gebäude,K03361,42466.0
2019,Verden,Gebäude,K03361,42817.0
2011,Weser-Ems,Gebäude,K034,730243.0
2012,Weser-Ems,Gebäude,K034,735932.0
2013,Weser-Ems,Gebäude,K034,742172.0
2014,Weser-Ems,Gebäude,K034,748927.0
2015,Weser-Ems,Gebäude,K034,755167.0
2016,Weser-Ems,Gebäude,K034,761854.0
2017,Weser-Ems,Gebäude,K034,768097.0
2018,Weser-Ems,Gebäude,K034,774178.0
2019,Weser-Ems,Gebäude,K034,780404.0
2011,Delmenhorst.Stadt,Gebäude,K03401,20801.0
2012,Delmenhorst.Stadt,Gebäude,K03401,20921.0
2013,Delmenhorst.Stadt,Gebäude,K03401,21008.0
2014,Delmenhorst.Stadt,Gebäude,K03401,21107.0
2015,Delmenhorst.Stadt,Gebäude,K03401,21179.0
2016,Delmenhorst.Stadt,Gebäude,K03401,21252.0
2017,Delmenhorst.Stadt,Gebäude,K03401,21315.0
2018,Delmenhorst.Stadt,Gebäude,K03401,21390.0
2019,Delmenhorst.Stadt,Gebäude,K03401,21457.0
2011,Emden Stadt,Gebäude,K03402,14583.0
2012,Emden Stadt,Gebäude,K03402,14663.0
2013,Emden Stadt,Gebäude,K03402,14725.0
2014,Emden Stadt,Gebäude,K03402,14826.0
2015,Emden Stadt,Gebäude,K03402,14862.0
2016,Emden Stadt,Gebäude,K03402,14899.0
2017,Emden Stadt,Gebäude,K03402,14947.0
2018,Emden Stadt,Gebäude,K03402,14986.0
2019,Emden Stadt,Gebäude,K03402,14991.0
2011,Oldenburg (Oldb) Stadt,Gebäude,K03403,42029.0
2012,Oldenburg (Oldb) Stadt,Gebäude,K03403,42505.0
2013,Oldenburg (Oldb) Stadt,Gebäude,K03403,42901.0
2014,Oldenburg (Oldb) Stadt,Gebäude,K03403,43163.0
2015,Oldenburg (Oldb) Stadt,Gebäude,K03403,43487.0
2016,Oldenburg (Oldb) Stadt,Gebäude,K03403,43813.0
2017,Oldenburg (Oldb) Stadt,Gebäude,K03403,44071.0
2018,Oldenburg (Oldb) Stadt,Gebäude,K03403,44383.0
2019,Oldenburg (Oldb) Stadt,Gebäude,K03403,44727.0
2011,Osnabrück Stadt,Gebäude,K03404,30776.0
2012,Osnabrück Stadt,Gebäude,K03404,30963.0
2013,Osnabrück Stadt,Gebäude,K03404,31188.0
2014,Osnabrück Stadt,Gebäude,K03404,31376.0
2015,Osnabrück Stadt,Gebäude,K03404,31563.0
2016,Osnabrück Stadt,Gebäude,K03404,31740.0
2017,Osnabrück Stadt,Gebäude,K03404,31868.0
2018,Osnabrück Stadt,Gebäude,K03404,31979.0
2019,Osnabrück Stadt,Gebäude,K03404,32028.0
2011,Wilhelmshaven Stadt,Gebäude,K03405,17072.0
2012,Wilhelmshaven Stadt,Gebäude,K03405,17106.0
2013,Wilhelmshaven Stadt,Gebäude,K03405,17127.0
2014,Wilhelmshaven Stadt,Gebäude,K03405,17190.0
2015,Wilhelmshaven Stadt,Gebäude,K03405,17225.0
2016,Wilhelmshaven Stadt,Gebäude,K03405,17290.0
2017,Wilhelmshaven Stadt,Gebäude,K03405,17348.0
2018,Wilhelmshaven Stadt,Gebäude,K03405,17398.0
2019,Wilhelmshaven Stadt,Gebäude,K03405,17430.0
2011,Ammerland,Gebäude,K03451,39648.0
2012,Ammerland,Gebäude,K03451,40073.0
2013,Ammerland,Gebäude,K03451,40573.0
2014,Ammerland,Gebäude,K03451,41020.0
2015,Ammerland,Gebäude,K03451,41369.0
2016,Ammerland,Gebäude,K03451,41760.0
2017,Ammerland,Gebäude,K03451,42111.0
2018,Ammerland,Gebäude,K03451,42476.0
2019,Ammerland,Gebäude,K03451,42950.0
2011,Aurich,Gebäude,K03452,71223.0
2012,Aurich,Gebäude,K03452,71664.0
2013,Aurich,Gebäude,K03452,72190.0
2014,Aurich,Gebäude,K03452,72710.0
2015,Aurich,Gebäude,K03452,73182.0
2016,Aurich,Gebäude,K03452,73659.0
2017,Aurich,Gebäude,K03452,74153.0
2018,Aurich,Gebäude,K03452,74468.0
2019,Aurich,Gebäude,K03452,74942.0
2011,Cloppenburg,Gebäude,K03453,44727.0
2012,Cloppenburg,Gebäude,K03453,45239.0
2013,Cloppenburg,Gebäude,K03453,45822.0
2014,Cloppenburg,Gebäude,K03453,46514.0
2015,Cloppenburg,Gebäude,K03453,47102.0
2016,Cloppenburg,Gebäude,K03453,47813.0
2017,Cloppenburg,Gebäude,K03453,48536.0
2018,Cloppenburg,Gebäude,K03453,49252.0
2019,Cloppenburg,Gebäude,K03453,49922.0
2011,Emsland,Gebäude,K03454,93058.0
2012,Emsland,Gebäude,K03454,94128.0
2013,Emsland,Gebäude,K03454,95304.0
2014,Emsland,Gebäude,K03454,96613.0
2015,Emsland,Gebäude,K03454,97770.0
2016,Emsland,Gebäude,K03454,98927.0
2017,Emsland,Gebäude,K03454,100074.0
2018,Emsland,Gebäude,K03454,101137.0
2019,Emsland,Gebäude,K03454,102305.0
2011,Friesland,Gebäude,K03455,36013.0
2012,Friesland,Gebäude,K03455,36183.0
2013,Friesland,Gebäude,K03455,36360.0
2014,Friesland,Gebäude,K03455,36652.0
2015,Friesland,Gebäude,K03455,36888.0
2016,Friesland,Gebäude,K03455,37215.0
2017,Friesland,Gebäude,K03455,37504.0
2018,Friesland,Gebäude,K03455,37812.0
2019,Friesland,Gebäude,K03455,38050.0
2011,Grafschaft Bentheim,Gebäude,K03456,41830.0
2012,Grafschaft Bentheim,Gebäude,K03456,42090.0
2013,Grafschaft Bentheim,Gebäude,K03456,42475.0
2014,Grafschaft Bentheim,Gebäude,K03456,42914.0
2015,Grafschaft Bentheim,Gebäude,K03456,43330.0
2016,Grafschaft Bentheim,Gebäude,K03456,43667.0
2017,Grafschaft Bentheim,Gebäude,K03456,44079.0
2018,Grafschaft Bentheim,Gebäude,K03456,44400.0
2019,Grafschaft Bentheim,Gebäude,K03456,44721.0
2011,Leer,Gebäude,K03457,58191.0
2012,Leer,Gebäude,K03457,58589.0
2013,Leer,Gebäude,K03457,59201.0
2014,Leer,Gebäude,K03457,59741.0
2015,Leer,Gebäude,K03457,60328.0
2016,Leer,Gebäude,K03457,60942.0
2017,Leer,Gebäude,K03457,61503.0
2018,Leer,Gebäude,K03457,61948.0
2019,Leer,Gebäude,K03457,62390.0
2011,Oldenburg,Gebäude,K03458,40624.0
2012,Oldenburg,Gebäude,K03458,40816.0
2013,Oldenburg,Gebäude,K03458,40997.0
2014,Oldenburg,Gebäude,K03458,41216.0
2015,Oldenburg,Gebäude,K03458,41567.0
2016,Oldenburg,Gebäude,K03458,41880.0
2017,Oldenburg,Gebäude,K03458,42162.0
2018,Oldenburg,Gebäude,K03458,42488.0
2019,Oldenburg,Gebäude,K03458,42814.0
2011,Osnabrück,Gebäude,K03459,91150.0
2012,Osnabrück,Gebäude,K03459,91775.0
2013,Osnabrück,Gebäude,K03459,92328.0
2014,Osnabrück,Gebäude,K03459,93100.0
2015,Osnabrück,Gebäude,K03459,93858.0
2016,Osnabrück,Gebäude,K03459,94581.0
2017,Osnabrück,Gebäude,K03459,95249.0
2018,Osnabrück,Gebäude,K03459,95970.0
2019,Osnabrück,Gebäude,K03459,96701.0
2011,Vechta,Gebäude,K03460,37464.0
2012,Vechta,Gebäude,K03460,37958.0
2013,Vechta,Gebäude,K03460,38491.0
2014,Vechta,Gebäude,K03460,39021.0
2015,Vechta,Gebäude,K03460,39438.0
2016,Vechta,Gebäude,K03460,40008.0
2017,Vechta,Gebäude,K03460,40491.0
2018,Vechta,Gebäude,K03460,41098.0
2019,Vechta,Gebäude,K03460,41652.0
2011,Wesermarsch,Gebäude,K03461,30034.0
2012,Wesermarsch,Gebäude,K03461,30114.0
2013,Wesermarsch,Gebäude,K03461,30213.0
2014,Wesermarsch,Gebäude,K03461,30311.0
2015,Wesermarsch,Gebäude,K03461,30392.0
2016,Wesermarsch,Gebäude,K03461,30540.0
2017,Wesermarsch,Gebäude,K03461,30652.0
2018,Wesermarsch,Gebäude,K03461,30806.0
2019,Wesermarsch,Gebäude,K03461,30959.0
2011,Wittmund,Gebäude,K03462,21020.0
2012,Wittmund,Gebäude,K03462,21145.0
2013,Wittmund,Gebäude,K03462,21269.0
2014,Wittmund,Gebäude,K03462,21453.0
2015,Wittmund,Gebäude,K03462,21627.0
2016,Wittmund,Gebäude,K03462,21868.0
2017,Wittmund,Gebäude,K03462,22034.0
2018,Wittmund,Gebäude,K03462,22187.0
2019,Wittmund,Gebäude,K03462,22365.0
2011,Niedersachsen,Wohnungen,K030,3684409.0
2012,Niedersachsen,Wohnungen,K030,3703947.0
2013,Niedersachsen,Wohnungen,K030,3726268.0
2014,Niedersachsen,Wohnungen,K030,3751245.0
2015,Niedersachsen,Wohnungen,K030,3776334.0
2016,Niedersachsen,Wohnungen,K030,3805307.0
2017,Niedersachsen,Wohnungen,K030,3833544.0
2018,Niedersachsen,Wohnungen,K030,3860422.0
2019,Niedersachsen,Wohnungen,K030,3888405.0
2011,Braunschweig,Wohnungen,K031,794405.0
2012,Braunschweig,Wohnungen,K031,796193.0
2013,Braunschweig,Wohnungen,K031,798560.0
2014,Braunschweig,Wohnungen,K031,801435.0
2015,Braunschweig,Wohnungen,K031,804461.0
2016,Braunschweig,Wohnungen,K031,808305.0
2017,Braunschweig,Wohnungen,K031,812317.0
2018,Braunschweig,Wohnungen,K031,815899.0
2019,Braunschweig,Wohnungen,K031,819908.0
2011,Braunschweig Stadt,Wohnungen,K03101,132222.0
2012,Braunschweig Stadt,Wohnungen,K03101,132708.0
2013,Braunschweig Stadt,Wohnungen,K03101,133043.0
2014,Braunschweig Stadt,Wohnungen,K03101,133382.0
2015,Braunschweig Stadt,Wohnungen,K03101,133786.0
2016,Braunschweig Stadt,Wohnungen,K03101,134205.0
2017,Braunschweig Stadt,Wohnungen,K03101,134505.0
2018,Braunschweig Stadt,Wohnungen,K03101,135134.0
2019,Braunschweig Stadt,Wohnungen,K03101,135613.0
2011,Salzgitter.Stadt,Wohnungen,K03102,53868.0
2012,Salzgitter.Stadt,Wohnungen,K03102,53928.0
2013,Salzgitter.Stadt,Wohnungen,K03102,54036.0
2014,Salzgitter.Stadt,Wohnungen,K03102,54092.0
2015,Salzgitter.Stadt,Wohnungen,K03102,54149.0
2016,Salzgitter.Stadt,Wohnungen,K03102,54228.0
2017,Salzgitter.Stadt,Wohnungen,K03102,54346.0
2018,Salzgitter.Stadt,Wohnungen,K03102,54426.0
2019,Salzgitter.Stadt,Wohnungen,K03102,54536.0
2011,Wolfsburg.Stadt,Wohnungen,K03103,62551.0
2012,Wolfsburg.Stadt,Wohnungen,K03103,62511.0
2013,Wolfsburg.Stadt,Wohnungen,K03103,62702.0
2014,Wolfsburg.Stadt,Wohnungen,K03103,63088.0
2015,Wolfsburg.Stadt,Wohnungen,K03103,63304.0
2016,Wolfsburg.Stadt,Wohnungen,K03103,63955.0
2017,Wolfsburg.Stadt,Wohnungen,K03103,64394.0
2018,Wolfsburg.Stadt,Wohnungen,K03103,64617.0
2019,Wolfsburg.Stadt,Wohnungen,K03103,65002.0
2011,Gifhorn,Wohnungen,K03151,73640.0
2012,Gifhorn,Wohnungen,K03151,74044.0
2013,Gifhorn,Wohnungen,K03151,74651.0
2014,Gifhorn,Wohnungen,K03151,75375.0
2015,Gifhorn,Wohnungen,K03151,76064.0
2016,Gifhorn,Wohnungen,K03151,76790.0
2017,Gifhorn,Wohnungen,K03151,77806.0
2018,Gifhorn,Wohnungen,K03151,78622.0
2019,Gifhorn,Wohnungen,K03151,79446.0
2011,Goslar,Wohnungen,K03153,76802.0
2012,Goslar,Wohnungen,K03153,76828.0
2013,Goslar,Wohnungen,K03153,76897.0
2014,Goslar,Wohnungen,K03153,76986.0
2015,Goslar,Wohnungen,K03153,77059.0
2016,Goslar,Wohnungen,K03153,77179.0
2017,Goslar,Wohnungen,K03153,77324.0
2018,Goslar,Wohnungen,K03153,77388.0
2019,Goslar,Wohnungen,K03153,77554.0
2011,Helmstedt,Wohnungen,K03154,45668.0
2012,Helmstedt,Wohnungen,K03154,45715.0
2013,Helmstedt,Wohnungen,K03154,45815.0
2014,Helmstedt,Wohnungen,K03154,45997.0
2015,Helmstedt,Wohnungen,K03154,46130.0
2016,Helmstedt,Wohnungen,K03154,46367.0
2017,Helmstedt,Wohnungen,K03154,46617.0
2018,Helmstedt,Wohnungen,K03154,46904.0
2019,Helmstedt,Wohnungen,K03154,47171.0
2011,Northeim,Wohnungen,K03155,65955.0
2012,Northeim,Wohnungen,K03155,66040.0
2013,Northeim,Wohnungen,K03155,66106.0
2014,Northeim,Wohnungen,K03155,66198.0
2015,Northeim,Wohnungen,K03155,66295.0
2016,Northeim,Wohnungen,K03155,66413.0
2017,Northeim,Wohnungen,K03155,66636.0
2018,Northeim,Wohnungen,K03155,66837.0
2019,Northeim,Wohnungen,K03155,67052.0
2011,Peine,Wohnungen,K03157,59279.0
2012,Peine,Wohnungen,K03157,59544.0
2013,Peine,Wohnungen,K03157,59844.0
2014,Peine,Wohnungen,K03157,60136.0
2015,Peine,Wohnungen,K03157,60677.0
2016,Peine,Wohnungen,K03157,61146.0
2017,Peine,Wohnungen,K03157,61831.0
2018,Peine,Wohnungen,K03157,62351.0
2019,Peine,Wohnungen,K03157,63019.0
2011,Wolfenbüttel,Wohnungen,K03158,58216.0
2012,Wolfenbüttel,Wohnungen,K03158,58381.0
2013,Wolfenbüttel,Wohnungen,K03158,58551.0
2014,Wolfenbüttel,Wohnungen,K03158,58767.0
2015,Wolfenbüttel,Wohnungen,K03158,59076.0
2016,Wolfenbüttel,Wohnungen,K03158,59451.0
2017,Wolfenbüttel,Wohnungen,K03158,59646.0
2018,Wolfenbüttel,Wohnungen,K03158,59903.0
2019,Wolfenbüttel,Wohnungen,K03158,60222.0
2011,Göttingen,Wohnungen,K03159,166204.0
2012,Göttingen,Wohnungen,K03159,166494.0
2013,Göttingen,Wohnungen,K03159,166915.0
2014,Göttingen,Wohnungen,K03159,167414.0
