Year,Gebietseinheit,Aufenthaltstitel,GeoCode,Value
2019,Braunschweig Stadt,Aufenthaltsgestattung zum Asylverfahren,K03101,1585
2019,Salzgitter Stadt,Aufenthaltsgestattung zum Asylverfahren,K03102,255
2019,Wolfsburg Stadt,Aufenthaltsgestattung zum Asylverfahren,K03103,505
2019,Gifhorn,Aufenthaltsgestattung zum Asylverfahren,K03151,815
2019,Goslar,Aufenthaltsgestattung zum Asylverfahren,K03153,260
2019,Helmstedt,Aufenthaltsgestattung zum Asylverfahren,K03154,245
2019,Northeim,Aufenthaltsgestattung zum Asylverfahren,K03155,355
2019,Peine,Aufenthaltsgestattung zum Asylverfahren,K03157,380
2019,Wolfenbüttel,Aufenthaltsgestattung zum Asylverfahren,K03158,310
2019,Göttingen,Aufenthaltsgestattung zum Asylverfahren,K03159,1040
2019,Statistische Region Braunschweig,Aufenthaltsgestattung zum Asylverfahren,K031,5750
2019,Hannover Region,Aufenthaltsgestattung zum Asylverfahren,K03241,3905
2019,Hannover Landeshauptstadt,Aufenthaltsgestattung zum Asylverfahren,K03241001,1820
2019,Diepholz,Aufenthaltsgestattung zum Asylverfahren,K03251,935
2019,Hameln-Pyrmont,Aufenthaltsgestattung zum Asylverfahren,K03252,460
2019,Hildesheim,Aufenthaltsgestattung zum Asylverfahren,K03254,1000
2019,Holzminden,Aufenthaltsgestattung zum Asylverfahren,K03255,230
2019,Nienburg (Weser),Aufenthaltsgestattung zum Asylverfahren,K03256,415
2019,Schaumburg,Aufenthaltsgestattung zum Asylverfahren,K03257,715
2019,Statistische Region Hannover,Aufenthaltsgestattung zum Asylverfahren,K032,7660
2019,Celle,Aufenthaltsgestattung zum Asylverfahren,K03351,325
2019,Cuxhaven,Aufenthaltsgestattung zum Asylverfahren,K03352,525
2019,Harburg,Aufenthaltsgestattung zum Asylverfahren,K03353,835
2019,Lüchow-Dannenberg,Aufenthaltsgestattung zum Asylverfahren,K03354,120
2019,Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K03355,425
2019,Osterholz,Aufenthaltsgestattung zum Asylverfahren,K03356,275
2019,Rotenburg (Wümme),Aufenthaltsgestattung zum Asylverfahren,K03357,580
2019,Heidekreis,Aufenthaltsgestattung zum Asylverfahren,K03358,495
2019,Stade,Aufenthaltsgestattung zum Asylverfahren,K03359,910
2019,Uelzen,Aufenthaltsgestattung zum Asylverfahren,K03360,180
2019,Verden,Aufenthaltsgestattung zum Asylverfahren,K03361,565
2019,Statistische Region Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K033,5235
2019,Delmenhorst.Stadt,Aufenthaltsgestattung zum Asylverfahren,K03401,265
2019,Emden Stadt,Aufenthaltsgestattung zum Asylverfahren,K03402,145
2019,Oldenburg (Oldb) Stadt,Aufenthaltsgestattung zum Asylverfahren,K03403,440
2019,Osnabrück Stadt,Aufenthaltsgestattung zum Asylverfahren,K03404,810
2019,Wilhelmshaven Stadt,Aufenthaltsgestattung zum Asylverfahren,K03405,150
2019,Ammerland,Aufenthaltsgestattung zum Asylverfahren,K03451,570
2019,Aurich,Aufenthaltsgestattung zum Asylverfahren,K03452,485
2019,Cloppenburg,Aufenthaltsgestattung zum Asylverfahren,K03453,455
2019,Emsland,Aufenthaltsgestattung zum Asylverfahren,K03454,885
2019,Friesland,Aufenthaltsgestattung zum Asylverfahren,K03455,325
2019,Grafschaft Bentheim,Aufenthaltsgestattung zum Asylverfahren,K03456,400
2019,Leer,Aufenthaltsgestattung zum Asylverfahren,K03457,800
2019,Oldenburg,Aufenthaltsgestattung zum Asylverfahren,K03458,260
2019,Osnabrück,Aufenthaltsgestattung zum Asylverfahren,K03459,1215
2019,Vechta,Aufenthaltsgestattung zum Asylverfahren,K03460,300
2019,Wesermarsch,Aufenthaltsgestattung zum Asylverfahren,K03461,345
2019,Wittmund,Aufenthaltsgestattung zum Asylverfahren,K03462,205
2019,Statistische Region Weser-Ems,Aufenthaltsgestattung zum Asylverfahren,K034,8055
2019,Niedersachsen,Aufenthaltsgestattung zum Asylverfahren,K030,26695
2018,Braunschweig Stadt,Aufenthaltsgestattung zum Asylverfahren,K03101,1015
2018,Salzgitter Stadt,Aufenthaltsgestattung zum Asylverfahren,K03102,335
2018,Wolfsburg Stadt,Aufenthaltsgestattung zum Asylverfahren,K03103,505
2018,Gifhorn,Aufenthaltsgestattung zum Asylverfahren,K03151,890
2018,Göttingen,Aufenthaltsgestattung zum Asylverfahren,K03159,360
2018,Goslar,Aufenthaltsgestattung zum Asylverfahren,K03153,280
2018,Helmstedt,Aufenthaltsgestattung zum Asylverfahren,K03154,390
2018,Northeim,Aufenthaltsgestattung zum Asylverfahren,K03155,445
2018,Peine,Aufenthaltsgestattung zum Asylverfahren,K03157,430
2018,Wolfenbüttel,Aufenthaltsgestattung zum Asylverfahren,K03158,1305
2018,Statistische Region Braunschweig,Aufenthaltsgestattung zum Asylverfahren,K031,5950
2018,Hannover Region,Aufenthaltsgestattung zum Asylverfahren,K03241,3975
2018,Hannover Landeshauptstadt,Aufenthaltsgestattung zum Asylverfahren,K03241001,1850
2018,Diepholz,Aufenthaltsgestattung zum Asylverfahren,K03251,1050
2018,Hameln-Pyrmont,Aufenthaltsgestattung zum Asylverfahren,K03252,540
2018,Hildesheim,Aufenthaltsgestattung zum Asylverfahren,K03254,1090
2018,Holzminden,Aufenthaltsgestattung zum Asylverfahren,K03255,320
2018,Nienburg (Weser),Aufenthaltsgestattung zum Asylverfahren,K03256,445
2018,Schaumburg,Aufenthaltsgestattung zum Asylverfahren,K03257,810
2018,Statistische Region Hannover,Aufenthaltsgestattung zum Asylverfahren,K032,8230
2018,Celle,Aufenthaltsgestattung zum Asylverfahren,K03351,510
2018,Cuxhaven,Aufenthaltsgestattung zum Asylverfahren,K03352,600
2018,Harburg,Aufenthaltsgestattung zum Asylverfahren,K03353,935
2018,Lüchow-Dannenberg,Aufenthaltsgestattung zum Asylverfahren,K03354,115
2018,Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K03355,535
2018,Osterholz,Aufenthaltsgestattung zum Asylverfahren,K03356,275
2018,Rotenburg (Wümme),Aufenthaltsgestattung zum Asylverfahren,K03357,600
2018,Heidekreis,Aufenthaltsgestattung zum Asylverfahren,K03358,335
2018,Stade,Aufenthaltsgestattung zum Asylverfahren,K03359,895
2018,Uelzen,Aufenthaltsgestattung zum Asylverfahren,K03360,200
2018,Verden,Aufenthaltsgestattung zum Asylverfahren,K03361,615
2018,Statistische Region Lüneburg,Aufenthaltsgestattung zum Asylverfahren,K033,5615
2018,Delmenhorst.Stadt,Aufenthaltsgestattung zum Asylverfahren,K03401,305
2018,Emden Stadt,Aufenthaltsgestattung zum Asylverfahren,K03402,185
2018,Oldenburg (Oldb) Stadt,Aufenthaltsgestattung zum Asylverfahren,K03403,515
2018,Osnabrück Stadt,Aufenthaltsgestattung zum Asylverfahren,K03404,640
2018,Wilhelmshaven Stadt,Aufenthaltsgestattung zum Asylverfahren,K03405,170
2018,Ammerland,Aufenthaltsgestattung zum Asylverfahren,K03451,545
2018,Aurich,Aufenthaltsgestattung zum Asylverfahren,K03452,555
2018,Cloppenburg,Aufenthaltsgestattung zum Asylverfahren,K03453,475
2018,Emsland,Aufenthaltsgestattung zum Asylverfahren,K03454,910
2018,Friesland,Aufenthaltsgestattung zum Asylverfahren,K03455,270
2018,Grafschaft Bentheim,Aufenthaltsgestattung zum Asylverfahren,K03456,405
2018,Leer,Aufenthaltsgestattung zum Asylverfahren,K03457,755
2018,Oldenburg,Aufenthaltsgestattung zum Asylverfahren,K03458,320
2018,Osnabrück,Aufenthaltsgestattung zum Asylverfahren,K03459,1125
2018,Vechta,Aufenthaltsgestattung zum Asylverfahren,K03460,285
2018,Wesermarsch,Aufenthaltsgestattung zum Asylverfahren,K03461,395
2018,Wittmund,Aufenthaltsgestattung zum Asylverfahren,K03462,175
2018,Statistische Region Weser-Ems,Aufenthaltsgestattung zum Asylverfahren,K034,8025
2018,Niedersachsen,Aufenthaltsgestattung zum Asylverfahren,K030,27825
2017,Braunschweig Stadt,Aufenthaltsgestattung zum Asylverfahren,K03101,925
2017,Salzgitter Stadt,Aufenthaltsgestattung zum Asylverfahren,K03102,500
2017,Wolfsburg Stadt,Aufenthaltsgestattung zum Asylverfahren,K03103,445
2017,Gifhorn,Aufenthaltsgestattung zum Asylverfahren,K03151,885
2017,Göttingen,Aufenthaltsgestattung zum Asylverfahren,K03159,500
2017,Goslar,Aufenthaltsgestattung zum Asylverfahren,K03153,425
2017,Helmstedt,Aufenthaltsgestattung zum Asylverfahren,K03154,480
2017,Northeim,Aufenthaltsgestattung zum Asylverfahren,K03155,400
2017,Peine,Aufenthaltsgestattung zum Asylverfahren,K03157,485
2017,Wolfenbüttel,Aufenthaltsgestattung zum Asylverfahren,K03158,1635
